40002	
0.0000000	-0.0000000000000000
4.99975011E-02	-1.55968005870093952E-010
7.49962479E-02	-3.50674334948670875E-010
9.99950022E-02	-6.22883561415389637E-010
0.12499375	-9.72280722778541428E-010
0.14999250	-1.39848621742559009E-009
0.17499125	-1.90105594652466724E-009
0.19999000	-2.47948147833603126E-009
0.22498874	-3.13319023488964907E-009
0.24998750	-3.86154570097923961E-009
0.27498624	-4.66384765541715191E-009
0.29998499	-5.53933242448902374E-009
0.32498375	-6.48717315754104687E-009
0.34998250	-7.50648012462728477E-009
0.37498125	-8.59630103613815248E-009
0.39998001	-9.75562138432635665E-009
0.42497876	-1.09833648066399594E-008
0.44997749	-1.22783934707676130E-008
0.47497624	-1.36395084812935840E-008
0.49997500	-1.50654503078570404E-008
0.52497375	-1.65548992347028234E-008
0.54997247	-1.81064758315043147E-008
0.57497126	-1.97187414453370776E-008
0.59996998	-2.13901987136721908E-008
0.62496877	-2.31192920982565735E-008
0.64996749	-2.49044084397372044E-008
0.67496628	-2.67438775328873248E-008
0.69996500	-2.86359727222823287E-008
0.72496372	-3.05789115182663866E-008
0.74996251	-3.25708562330532156E-008
0.77496123	-3.46099146367896513E-008
0.79996002	-3.66941406334140330E-008
0.82495874	-3.88215349561255685E-008
0.84995753	-4.09900458822902135E-008
0.87495625	-4.31975699675892862E-008
0.89995497	-4.54419527992205137E-008
0.92495376	-4.77209897679531050E-008
0.94995248	-5.00324268588335036E-008
0.97495127	-5.23739614603380088E-008
0.99994999	-5.47432431917490527E-008
1.0249487	-5.71378747485515414E-008
1.0499475	-5.95554127656153581E-008
1.0749463	-6.19933686979469060E-008
1.0999449	-6.44492097187623813E-008
1.1249437	-6.69203596346643951E-008
1.1499425	-6.94041998176735921E-008
1.1749413	-7.18980701538570784E-008
1.1999400	-7.43992700083266284E-008
1.2249388	-7.69050592063320528E-008
1.2499375	-7.94126590302075821E-008
1.2749362	-8.19192532318833146E-008
1.2999350	-8.44219890607244401E-008
1.3249338	-8.69179783064020297E-008
1.3499326	-8.94042983565390176E-008
1.3749312	-9.18779932688227654E-008
1.3999300	-9.43360748573336179E-008
1.4249288	-9.67755237927877886E-008
1.4499274	-9.91932907163807357E-008
1.4749262	-1.01586297366975806E-007
1.4999250	-1.03951437721304802E-007
1.5249238	-1.06285579146905117E-007
1.5499225	-1.08585563567444570E-007
1.5749213	-1.10848208640174030E-007
1.5999200	-1.13070308945171162E-007
1.6249187	-1.15248637186029964E-007
1.6499175	-1.17379945401731523E-007
1.6749163	-1.19460966189327424E-007
1.6999151	-1.21488413937127287E-007
1.7249137	-1.23458986068055891E-007
1.7499125	-1.25369364292847016E-007
1.7749113	-1.27216215872733864E-007
1.7999099	-1.28996194891321271E-007
1.8249087	-1.30705943535235286E-007
