#Level        Energy                    Ionization           Population         Target time     Target variance
0	6.25690137759490027E-003	0.0000000            1.0000000		 0d0 		 100d0
1	7.57039317868995771E-003	0.0000000            0.0000000		 -1d0 		 0d0
2	9.52567668052782188E-003	0.0000000            0.0000000		 -1d0 		 0d0
3	9.52842765090659675E-003	0.0000000            0.0000000		 -1d0 		 0d0
4	1.04594780396315718E-002	0.0000000            0.0000000		 500d0 		 100d0
5	1.04858881986444451E-002	0.0000000            0.0000000		 -1d0 		 0d0
6	1.04910638409285283E-002	0.0000000            0.0000000		 -1d0 		 0d0
7	1.13493323377776307E-002	0.0000000            0.0000000		 -1d0 		 0d0
8	1.18765061698618505E-002	0.0000000            0.0000000		 -1d0		 150d0
9	1.19199824416927596E-002	0.0000000            0.0000000		 -1d0 		 0d0
10	1.19274500058887192E-002	0.0000000            0.0000000		 -1d0 		 0d0
11	1.27363354264630798E-002	0.0000000            0.0000000		 -1d0 		 0d0
12	1.30169590787991528E-002	0.0000000            0.0000000		 -1d0 		 0d0
13	1.30259825327748522E-002	0.0000000            0.0000000		 -1d0 		 0d0
14	1.37663273137369445E-002	0.0000000            0.0000000		 -1d0 		 0d0
15	1.37777361788540571E-002	0.0000000            0.0000000		 -1d0 		 0d0
16	1.42435391860737930E-002	0.0000000            0.0000000		 -1d0 		 0d0
17	1.43817569781159380E-002	0.0000000            0.0000000		 -1d0 		 0d0
18	1.43902364649913135E-002	0.0000000            0.0000000		 -1d0 		 0d0
19	1.48229661350605911E-002	0.0000000            0.0000000		 -1d0 		 0d0
20	1.48943606193212581E-002	0.0000000            0.0000000		 -1d0 		 0d0
21	1.49017325261446426E-002	0.0000000            0.0000000		 -1d0 		 0d0
22	1.56685193614546463E-002	0.0000000            0.0000000		 -1d0 		 0d0
23	1.58510428138456429E-002	0.0000000            0.0000000		 -1d0 		 0d0
24	1.58589957329402891E-002	0.0000000            0.0000000		 -1d0 		 0d0
25	1.58907756129742297E-002	0.0000000            0.0000000		 -1d0 		 0d0
26	1.61813642015665414E-002	0.0000000            0.0000000		 -1d0 		 0d0
27	1.64089190742082482E-002	0.0000000            0.0000000		 -1d0 		 0d0
28	1.64331510425738785E-002	0.0000000            0.0000000		 -1d0 		 0d0
29	1.64431618940979324E-002	0.0000000            0.0000000		 -1d0 		 0d0
30	1.66721875386527905E-002	0.0000000            0.0000000		 -1d0 		 0d0
31	1.66766878134452928E-002	0.0000000            0.0000000		 -1d0 		 0d0
32	1.67036921481019014E-002	0.0000000            0.0000000		 -1d0 		 0d0
33	1.74404638656319305E-002	0.0000000            0.0000000		 -1d0 		 0d0
34	1.74415957884162566E-002	0.0000000            0.0000000		 -1d0 		 0d0
35	1.74817870560881744E-002	0.0000000            0.0000000		 -1d0 		 0d0
36	1.77469069733658148E-002	0.0000000            0.0000000		 -1d0 		 0d0
37	1.77575608610295102E-002	0.0000000            0.0000000		 -1d0 		 0d0
38	1.78314656070106235E-002	0.0000000            0.0000000		 -1d0 		 0d0
39	1.78324470192659339E-002	0.0000000            0.0000000		 -1d0 		 0d0
40	1.81806501792765689E-002	0.0000000            0.0000000		 -1d0 		 0d0
41	1.82002814482222566E-002	0.0000000            0.0000000		 -1d0 		 0d0
42	1.82769359623564005E-002	0.0000000            0.0000000		 -1d0 		 0d0
43	1.84700459287009365E-002	0.0000000            0.0000000		 -1d0 		 0d0
44	1.84810024211617581E-002	0.0000000            0.0000000		 -1d0 		 0d0
45	1.86251867023301647E-002	0.0000000            0.0000000		 -1d0 		 0d0
46	1.91119875521392063E-002	0.0000000            0.0000000		 -1d0 		 0d0
47	1.91592520333069109E-002	0.0000000            0.0000000		 -1d0 		 0d0
48	1.91673309388110044E-002	0.0000000            0.0000000		 -1d0 		 0d0
49	1.91772678805300668E-002	0.0000000            0.0000000		 -1d0 		 0d0
50	1.94887434811028583E-002	0.0000000            0.0000000		 -1d0 		 0d0
51	1.94941838059270803E-002	0.0000000            0.0000000		 -1d0 		 0d0
52	1.98798111470557710E-002	0.0000000            0.0000000		 -1d0 		 0d0
53	1.98855398424461483E-002	0.0000000            0.0000000		 -1d0 		 0d0
54	1.99211257323693401E-002	0.0000000            0.0000000		 -1d0 		 0d0
55	2.02083792018805525E-002	0.0000000            0.0000000		 -1d0 		 0d0
56	2.02089555514702243E-002	0.0000000            0.0000000		 -1d0 		 0d0
57	2.02268236490319823E-002	0.0000000            0.0000000		 -1d0 		 0d0
58	2.02701028588687555E-002	0.0000000            0.0000000		 -1d0 		 0d0
59	2.05577368285814743E-002	0.0000000            0.0000000		 -1d0 		 0d0
60	2.05735437019249935E-002	0.0000000            0.0000000		 -1d0 		 0d0
61	2.05921910929778816E-002	0.0000000            0.0000000		 -1d0 		 0d0
62	2.06218611037451496E-002	0.0000000            0.0000000		 -1d0 		 0d0
63	2.07399936311146067E-002	0.0000000            0.0000000		 -1d0 		 0d0
64	2.07425616913186443E-002	0.0000000            0.0000000		 -1d0 		 0d0
65	2.07468784251798703E-002	0.0000000            0.0000000		 -1d0 		 0d0
66	2.07481054671919372E-002	0.0000000            0.0000000		 -1d0 		 0d0
67	2.08471646118827576E-002	0.0000000            0.0000000		 -1d0 		 0d0
68	2.09174193645513470E-002	0.0000000            0.0000000		 -1d0 		 0d0
69	2.09729551321477421E-002	0.0000000            0.0000000		 -1d0 		 0d0
70	2.09828566106190981E-002	0.0000000            0.0000000		 -1d0 		 0d0
71	2.09955904332395256E-002	0.0000000            0.0000000		 -1d0 		 0d0
72	2.12312607001638211E-002	0.0000000            0.0000000		 -1d0 		 0d0
73	2.12434804441690370E-002	0.0000000            0.0000000		 -1d0 		 0d0
74	2.17460382081692480E-002	0.0000000            0.0000000		 -1d0 		 0d0
75	2.17540439909655742E-002	0.0000000            0.0000000		 -1d0 		 0d0
76	2.18743039151037162E-002	0.0000000            0.0000000		 -1d0 		 0d0
77	2.20021539069314258E-002	0.0000000            0.0000000		 -1d0 		 0d0
78	2.21022274007798523E-002	0.0000000            0.0000000		 -1d0 		 0d0
79	2.21091179338282935E-002	0.0000000            0.0000000		 -1d0 		 0d0
80	2.21583438209569036E-002	0.0000000            0.0000000		 -1d0 		 0d0
81	2.21664323495755454E-002	0.0000000            0.0000000		 -1d0 		 0d0
82	2.22166796076182227E-002	0.0000000            0.0000000		 -1d0 		 0d0
83	2.24127161333946522E-002	0.0000000            0.0000000		 -1d0 		 0d0
84	2.25068394754196002E-002	0.0000000            0.0000000		 -1d0 		 0d0
85	2.25089935130572683E-002	0.0000000            0.0000000		 -1d0 		 0d0
86	2.25188930012548034E-002	0.0000000            0.0000000		 -1d0 		 0d0
87	2.27313939082295843E-002	0.0000000            0.0000000		 -1d0 		 0d0
88	2.27372991673475203E-002	0.0000000            0.0000000		 -1d0 		 0d0
89	2.29430935322100446E-002	0.0000000            0.0000000		 -1d0 		 0d0
90	2.30380642751582335E-002	0.0000000            0.0000000		 -1d0 		 0d0
91	2.31259686167414394E-002	0.0000000            0.0000000		 -1d0 		 0d0
92	2.31325720429123236E-002	0.0000000            0.0000000		 -1d0 		 0d0
93	2.32093932385062547E-002	0.0000000            0.0000000		 -1d0 		 0d0
94	2.32182203118603409E-002	0.0000000            0.0000000		 -1d0 		 0d0
95	2.32230881997596214E-002	0.0000000            0.0000000		 -1d0 		 0d0
96	2.33358406531339845E-002	0.0000000            0.0000000		 -1d0 		 0d0
97	2.33380402241248966E-002	0.0000000            0.0000000		 -1d0 		 0d0
