"Berlin, Bootsbauerstrasse"	9120536
"Berlin, Borchertweg"	9029106
"Berlin, Borkzeile"	9029104
"Berlin, Bornhagenweg"	9074267
"Berlin, Borsigwalder Weg"	9096104
"Berlin, Boschpoler Platz"	9171541
"Berlin, Boschpoler Strasse"	9171517
"Berlin, Boschweg"	9077150
"Berlin, Botanischer Volkspark"	9132511
"Berlin, Boetzow-Bahn"	9027359
"Berlin, Boetzowstrasse"	9110520
"Berlin, Bouchestrasse"	9190506
"Berlin, Boxberger Strasse"	9170535
"Berlin, Boxhagener Platz"	9120530
"Berlin, Boxhagener Strasse/Holteistrasse"	9120013
"Berlin, Brabanter Platz"	9044151
"Berlin, Braillestrasse"	9066181
"Berlin, Brandenburgplatz"	9180512
"Berlin, Brandwerder"	9037122
"Berlin, Branitzer Strasse"	9175516
"Berlin, Braunellensteig"	9195513
"Berlin, Bredereckstrasse"	9175540
"Berlin, Brehmestrasse"	9130514
"Berlin, Breitehornweg"	9038201
"Berlin, Breite Strasse"	9063291
"Berlin, Breite Strasse/Markt"	9029303
"Berlin, Breitkopfstrasse"	9085262
"Berlin, Breitscheidplatz"	9023252
"Berlin, Bremer Strasse"	9066354
"Berlin, Breslauer Platz"	9061105
"Berlin, Brienzer Strasse"	9011207
"Berlin, Briesener Weg"	9175525
"Berlin, Bristolstrasse"	9011152
"Berlin, Britzer Damm/Gradestrasse"	9080103
"Berlin, Britzer Damm/Gutschmidtstrasse"	9080407
"Berlin, Britzer Damm/Mohriner Allee"	9080406
"Berlin, Britzer Garten"	9080652
"Berlin, Britzer Strasse"	9192504
"Berlin, Brixplatz"	9026102
"Berlin, Brockenstrasse"	9076151
"Berlin, Brodowiner Ring"	9170524
"Berlin, Brotteroder Strasse"	9067301
"Berlin, Bruchsaler Strasse"	9176536
"Berlin, Bruchstueckgraben"	9095155
"Berlin, Bruchwitzstrasse"	9067258
"Berlin, Brueckenstrasse"	9192506
"Berlin, Brueggemannstrasse"	9060151
"Berlin, Brunnenplatz"	9008106
"Berlin, Brunnenstrasse/Invalidenstrasse"	9100041
"Berlin, Bruno-Buergel-Weg"	9192502
"Berlin, Bruno-Wille-Strasse"	9182507
"Berlin, Brunsbuetteler Damm/Nennhauser Damm"	9037103
"Berlin, Brunsbuetteler Damm/Ruhlebener Strasse"	9031101
"Berlin, Brunsbuetteler Damm/Stadtgrenze"	9037114
"Berlin, Brusebergstrasse"	9085150
"Berlin, Bucher Chaussee/Achillesstrasse"	9143513
"Berlin, Buchfinkweg"	9082296
"Berlin, Buchholzer Strasse 55-61"	9131523
"Berlin, Buchholzer Strasse/Wackenbergstrasse"	9131511
"Berlin, Buchholzweg"	9019105
"Berlin, Buchhorster Strasse"	9132505
"Berlin, Buechnerweg"	9193515
"Berlin, Buchsbaumweg"	9083268
"Berlin, Buckow (bei Beeskow), Bahnhof"	9310614
"Berlin, Buckower Damm/Ringslebenstrasse"	9081203
"Berlin, Buckower Ring"	9171513
"Berlin, Budapester Strasse"	9005101
"Berlin, Buehler Weg"	9081151
"Berlin, Bulgarische Strasse"	9190002
"Berlin, Bundesarchiv"	9066302
"Berlin, Bundeskanzleramt"	9003260
"Berlin, Bundeswehrkrankenhaus"	9100035
"Berlin, Buergerablage"	9027292
"Berlin, Buergerpark Marzahn"	9170529
"Berlin, Buergerpark Pankow"	9131004
"Berlin, Buerknersfelder Strasse Ost"	9150507
"Berlin, Buerknersfelder Strasse West"	9150506
"Berlin, Burscheider Weg"	9034153
"Berlin, Buschallee"	9140519
"Berlin, Buschallee/Hansastrasse"	9140007
"Berlin, Buschiner Strasse"	9171524
"Berlin, Bueschingstrasse"	9120511
"Berlin, Buschkrug"	9080405
"Berlin, Buschkrugallee/Parchimer Allee"	9080403
"Berlin, Buschower Weg"	9037209
"Berlin, Busseallee"	9050381
"Berlin, Buetower Strasse"	9176535
"Berlin, Calauer Strasse"	9096309
"Berlin, Caligariplatz"	9110031
"Berlin, Camphausenstrasse"	9049157
"Berlin, Campus Buch"	9135018
"Berlin, Carmerplatz"	9063203
